,measure,medium,unit,economy,transport_type,vehicle_type,fuel,comment,scope,frequency,date,dataset,drive,value
1357,co2_emissions,air,mt_c02e,08_JPN,combined,all,all,no_comment,national,yearly,2017,ato $ emissions_database_for_global_atmospheric_research_(edgar),all,10.452549998
1358,co2_emissions,air,mt_c02e,08_JPN,combined,all,all,no_comment,national,yearly,2018,ato $ emissions_database_for_global_atmospheric_research_(edgar),all,9.840397628
1359,co2_emissions,air,mt_c02e,08_JPN,combined,all,all,no_comment,national,yearly,2013,ato $ international_council_on_clean_transportation_(icct),all,9.14
1360,co2_emissions,air,mt_c02e,08_JPN,combined,all,all,no_comment,national,yearly,2018,ato $ international_council_on_clean_transportation_(icct),all,9.7
1361,co2_emissions,air,mt_c02e,08_JPN,combined,all,all,no_comment,national,yearly,2019,ato $ international_council_on_clean_transportation_(icct),all,9.92
1362,activity,air,passenger_km_or_freight_tonne_km,08_JPN,passenger,all,all,no_comment,national,yearly,2013,rev_pass_km $ icct,all,68430000000.00001
1363,activity,air,passenger_km_or_freight_tonne_km,08_JPN,passenger,all,all,no_comment,national,yearly,2018,rev_pass_km $ icct,all,95490000000.0
1364,activity,air,passenger_km_or_freight_tonne_km,08_JPN,passenger,all,all,no_comment,national,yearly,2019,rev_pass_km $ icct,all,87510000000.0
1365,energy,air,pj,08_JPN,passenger,all,all,no_comment,national,yearly,2017,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,131.33161249547533
1366,energy,rail,pj,08_JPN,passenger,all,all,no_comment,national,yearly,2017,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,65.76658540429425
1367,energy,road,pj,08_JPN,passenger,all,all,no_comment,national,yearly,2017,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,1694.5431682510955
1368,energy,ship,pj,08_JPN,passenger,all,all,no_comment,national,yearly,2017,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,4.144267693760768
1369,energy,air,pj,08_JPN,freight,all,all,no_comment,national,yearly,2017,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,14.858883104524663
1370,energy,rail,pj,08_JPN,freight,all,all,no_comment,national,yearly,2017,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,4.211171115705767
1371,energy,road,pj,08_JPN,freight,all,all,no_comment,national,yearly,2017,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,949.0144934689048
1372,energy,ship,pj,08_JPN,freight,all,all,no_comment,national,yearly,2017,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,127.19439226623923
1373,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2010,iea_ev_explorer $ historical,publicly_available_fast,310.0
1374,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2010,iea_ev_explorer $ historical,bev_and_phev,0.0579999983310699
1375,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2010,iea_ev_explorer $ historical,bev_and_phev,0.0060999998822808
1376,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2010,iea_ev_explorer $ historical,bev,2400.0
1377,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev,13000.0
1378,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev,850.0
1379,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev,850.0
1380,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,phev,15.0
1381,sales_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev_and_phev,0.0189999993890523
1382,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev_and_phev,0.0008900000248104
1383,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev_and_phev,0.0280000008642673
1384,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev_and_phev,0.3100000023841858
1385,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev_and_phev,0.1500000059604644
1386,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev_and_phev,0.0057000000961124
1387,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,publicly_available_fast,800.0
1388,sales,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev,2.0
1389,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev,2.0
1390,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev,6.0
1391,sales,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev,4.0
1392,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,publicly_available_fast,1400.0
1393,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev_and_phev,0.0240000002086162
1394,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev_and_phev,0.3799999952316284
1395,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev_and_phev,0.5299999713897705
1396,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev_and_phev,0.0689999982714653
1397,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev_and_phev,0.0027000000700354
1398,sales_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev_and_phev,0.032999999821186
1399,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,phev,11000.0
1400,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev,3300.0
1401,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev,2500.0
1402,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev,13000.0
1403,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,bev,15000.0
1404,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,bev,2100.0
1405,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,bev,5400.0
1406,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,phev,14000.0
1407,sales_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,bev_and_phev,0.061999998986721
1408,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,bev_and_phev,0.0057999999262392
1409,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,bev_and_phev,0.1199999973177909
1410,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,bev_and_phev,0.6299999952316284
1411,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,bev_and_phev,0.3100000023841858
1412,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,bev_and_phev,0.0430000014603138
1413,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,publicly_available_fast,1800.0
1414,sales,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,bev,7.0
1415,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2013,iea_ev_explorer $ historical,bev,13.0
1416,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,bev,19.0
1417,sales,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,bev,6.0
1418,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,publicly_available_fast,2900.0
1419,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,publicly_available_slow,8600.0
1420,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,bev_and_phev,0.0549999997019767
1421,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,bev_and_phev,0.1500000059604644
1422,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,bev_and_phev,0.6899999976158142
1423,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,bev_and_phev,0.1800000071525573
1424,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,bev_and_phev,0.0083999997004866
1425,sales_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,bev_and_phev,0.050000000745058
1426,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,phev,16000.0
1427,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,bev,6400.0
1428,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,bev,1000.0
1429,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2014,iea_ev_explorer $ historical,bev,16000.0
1430,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,bev,10000.0
1431,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,bev,830.0
1432,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,bev,7300.0
1433,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,phev,14000.0
1434,sales_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,bev_and_phev,0.0149999996647238
1435,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,bev_and_phev,0.0092000002041459
1436,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,bev_and_phev,0.2199999988079071
1437,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,bev_and_phev,0.5799999833106995
1438,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,bev_and_phev,0.1299999952316284
1439,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,bev_and_phev,0.06700000166893
1440,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,publicly_available_fast,6000.0
1441,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,publicly_available_slow,16000.0
1442,sales,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,bev,2.0
1443,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2015,iea_ev_explorer $ historical,bev,21.0
1444,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,bev,29.0
1445,sales,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,bev,8.0
1446,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,publicly_available_fast,7100.0
1447,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,publicly_available_slow,17000.0
1448,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,bev_and_phev,0.0740000009536743
1449,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,bev_and_phev,0.0509999990463256
1450,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,bev_and_phev,0.6000000238418579
1451,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,bev_and_phev,0.25
1452,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,bev_and_phev,0.0120000001043081
1453,sales_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,bev_and_phev,0.0520000010728836
1454,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,phev,9400.0
1455,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,bev,7600.0
1456,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,bev,320.0
1457,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2016,iea_ev_explorer $ historical,bev,15000.0
1458,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,bev,18000.0
1459,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,bev,320.0
1460,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,bev,7900.0
1461,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,phev,36000.0
1462,sales_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,bev_and_phev,0.0640000030398368
1463,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,bev_and_phev,0.0120000001043081
1464,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,bev_and_phev,0.3100000023841858
1465,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,bev_and_phev,1.2000000476837158
1466,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,bev_and_phev,0.050000000745058
1467,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,bev_and_phev,0.0799999982118606
1468,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,publicly_available_fast,7300.0
1469,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,publicly_available_slow,22000.0
1470,sales,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,bev,10.0
1471,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2017,iea_ev_explorer $ historical,bev,29.0
1472,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev,39.0
1473,sales,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev,10.0
1474,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,publicly_available_fast,7700.0
1475,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,publicly_available_slow,22000.0
1476,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev_and_phev,0.0850000008940696
1477,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev_and_phev,0.0399999991059303
1478,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev_and_phev,1.100000023841858
1479,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev_and_phev,0.3600000143051147
1480,sales_share,road,percent,08_JPN,freight,ht,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev_and_phev,0.0027999999001622
1481,stock_share,road,percent,08_JPN,freight,ht,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev_and_phev,0.0004400000034365
1482,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev_and_phev,0.0170000009238719
1483,sales_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev_and_phev,0.0729999989271164
1484,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,phev,23000.0
1485,sales,road,stocks,08_JPN,freight,ht,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev,5.0
1486,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev,8200.0
1487,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev,280.0
1488,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2018,iea_ev_explorer $ historical,bev,27000.0
1489,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev,21000.0
1490,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev,520.0
1491,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev,8700.0
1492,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,phev,18000.0
1493,sales_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev_and_phev,0.0590000003576278
1494,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev_and_phev,0.0199999995529651
1495,sales,road,stocks,08_JPN,freight,ht,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev,50.0
1496,stock_share,road,percent,08_JPN,freight,ht,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev_and_phev,0.0046999999321997
1497,sales_share,road,percent,08_JPN,freight,ht,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev_and_phev,0.0270000007003545
1498,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev_and_phev,0.4099999964237213
1499,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev_and_phev,0.8999999761581421
1500,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev_and_phev,0.0750000029802322
1501,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev_and_phev,0.0920000001788139
1502,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,publicly_available_fast,7900.0
1503,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,publicly_available_slow,23000.0
1504,sales,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev,8.0
1505,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2019,iea_ev_explorer $ historical,bev,47.0
1506,sales,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev,10.0
1507,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,publicly_available_fast,7900.0
1508,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,publicly_available_slow,22000.0
1509,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev_and_phev,0.1099999994039535
1510,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev_and_phev,0.2399999946355819
1511,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev_and_phev,0.449999988079071
1512,sales_share,road,percent,08_JPN,freight,ht,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev_and_phev,0.0219999998807907
1513,stock_share,road,percent,08_JPN,freight,ht,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev_and_phev,0.0046999999321997
1514,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev_and_phev,0.7699999809265137
1515,sales,road,stocks,08_JPN,freight,ht,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev,35.0
1516,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev_and_phev,0.025000000372529
1517,sales_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev_and_phev,0.1099999994039535
1518,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,phev,15000.0
1519,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev,10000.0
1520,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev,1500.0
1521,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev,15000.0
1522,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2020,iea_ev_explorer $ historical,bev,57.0
1523,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,bev,57.0
1524,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,bev,22000.0
1525,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,bev,920.0
1526,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,bev,11000.0
1527,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,phev,23000.0
1528,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,bev_and_phev,0.025000000372529
1529,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,bev_and_phev,1.2000000476837158
1530,stock_share,road,percent,08_JPN,freight,ht,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,bev_and_phev,0.0046999999321997
1531,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,bev_and_phev,0.5099999904632568
1532,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,bev_and_phev,0.1500000059604644
1533,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,bev_and_phev,0.1199999973177909
1534,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,publicly_available_fast,8000.0
1535,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2021,iea_ev_explorer $ historical,publicly_available_slow,21000.0
1536,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,publicly_available_fast,8400.0
1537,ev_charging_points,road,charging_points,08_JPN,combined,combined,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,publicly_available_slow,21000.0
1538,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev_and_phev,0.3100000023841858
1539,sales_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev_and_phev,4.599999904632568
1540,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev_and_phev,0.6399999856948853
1541,stock_share,road,percent,08_JPN,freight,ht,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev_and_phev,0.0048000002279877
1542,sales_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev_and_phev,3.0
1543,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev_and_phev,0.0370000004768371
1544,sales_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev_and_phev,0.270000010728836
1545,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,phev,41000.0
1546,stocks,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev,39000.0
1547,sales,road,stocks,08_JPN,freight,lcv,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev,28000.0
1548,sales,road,stocks,08_JPN,passenger,lpv,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev,61000.0
1549,stocks,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev,77.0
1550,sales,road,stocks,08_JPN,passenger,bus,all,no_comment,national,yearly,2022,iea_ev_explorer $ historical,bev,20.0
1551,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2010,iea_ev_explorer $ historical,bev,6.0999998822808e-05
1552,stock_share,road,percent,08_JPN,passenger,bus,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev,8.900000248104e-06
1553,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev,0.0002797377544978
1554,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2011,iea_ev_explorer $ historical,bev,5.7000000961124006e-05
1555,stock_share,road,percent,08_JPN,freight,lcv,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev,0.0002400000020861
1556,stock_share,road,percent,08_JPN,passenger,lpv,all,no_comment,national,yearly,2012,iea_ev_explorer $ historical,bev,0.0005048780361326
