Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Value,Dataset,Scope,Fuel_Type,Comments
road,passenger,bus,phevd,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,bev,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,2w,bev,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,bev,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,fcev,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,fcev,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,lpg,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,bev,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,2w,bev,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,bev,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,fcev,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,fcev,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,phevd,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,phevd,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,bev,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,2w,bev,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,bev,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,fcev,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,fcev,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,bev,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,fcev,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,fcev,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,bev,2017-12-31,19_THA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,fcev,2017-12-31,19_THA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,fcev,2017-12-31,19_THA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,phevd,2017-12-31,19_THA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,fcev,2017-12-31,20_USA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,fcev,2017-12-31,20_USA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,phevd,2017-12-31,20_USA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,bev,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,bev,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ht,fcev,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,bus,fcev,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,cng,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,phevg,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,cng,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,phevg,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,cng,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,phevg,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,cng,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,cng,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,phevg,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,phevg,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,cng,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,phevg,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,cng,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,phevg,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,cng,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,phevg,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,cng,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,phevg,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,lpg,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,cng,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,cng,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,phevg,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,bev,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,d,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,fcev,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,g,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,freight,ldv,lpg,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,bev,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,d,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,fcev,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
road,passenger,ldv,g,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,
