Measure,Medium,Value,Unit,Economy,Sheet,Transport Type,Vehicle Type,Fuel_Type,Source,Comments,Scope,Frequency,Date,Dataset,Drive
freight_tonne_km,air,4372000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2001-12-31,ATO,air
freight_tonne_km,air,5155000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2002-12-31,ATO,air
freight_tonne_km,air,5790000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2003-12-31,ATO,air
freight_tonne_km,air,7180000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2004-12-31,ATO,air
freight_tonne_km,air,7890000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2005-12-31,ATO,air
freight_tonne_km,air,9428000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2006-12-31,ATO,air
freight_tonne_km,air,11639000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2007-12-31,ATO,air
freight_tonne_km,air,11960000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2008-12-31,ATO,air
freight_tonne_km,air,12623000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2009-12-31,ATO,air
freight_tonne_km,air,17890000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2010-12-31,ATO,air
freight_tonne_km,air,17391000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2011-12-31,ATO,air
freight_tonne_km,air,16389000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2012-12-31,ATO,air
freight_tonne_km,air,17029000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2013-12-31,ATO,air
freight_tonne_km,air,18777000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2014-12-31,ATO,air
freight_tonne_km,air,20807000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2015-12-31,ATO,air
freight_tonne_km,air,22245000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2016-12-31,ATO,air
freight_tonne_km,air,24355000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2017-12-31,ATO,air
freight_tonne_km,air,26250000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2018-12-31,ATO,air
freight_tonne_km,air,26320000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2019-12-31,ATO,air
freight_tonne_km,air,24020000000.0,freight_tonne_km,05_PRC,TAS-FRA-007(3),freight,,,Country Official Statistics,,National,Yearly,2020-12-31,ATO,air
freight_tonne_km,air,34775465883.154,freight_tonne_km,05_PRC,TAS-FRA-020,freight,,,"UN Statistics Division, ITF",,"National, International",Yearly,2018-12-31,ATO,air
freight_tonne_km,rail_road,1398050000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,1990-12-31,ATO,rail_road
freight_tonne_km,rail_road,1440000000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,1991-12-31,ATO,rail_road
freight_tonne_km,rail_road,1533100000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,1992-12-31,ATO,rail_road
freight_tonne_km,rail_road,1616140000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,1993-12-31,ATO,rail_road
freight_tonne_km,rail_road,1711830000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,1994-12-31,ATO,rail_road
freight_tonne_km,rail_road,1774440000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,1995-12-31,ATO,rail_road
freight_tonne_km,rail_road,1811740000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,1996-12-31,ATO,rail_road
freight_tonne_km,rail_road,1854140000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,1997-12-31,ATO,rail_road
freight_tonne_km,rail_road,1804350000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,1998-12-31,ATO,rail_road
freight_tonne_km,rail_road,1863460000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,1999-12-31,ATO,rail_road
freight_tonne_km,rail_road,1989990000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2000-12-31,ATO,rail_road
freight_tonne_km,rail_road,2102450000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2001-12-31,ATO,rail_road
freight_tonne_km,rail_road,2244090000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2002-12-31,ATO,rail_road
freight_tonne_km,rail_road,2434620000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2003-12-31,ATO,rail_road
freight_tonne_km,rail_road,2712970000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2004-12-31,ATO,rail_road
freight_tonne_km,rail_road,2941920000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2005-12-31,ATO,rail_road
freight_tonne_km,rail_road,3170860000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2006-12-31,ATO,rail_road
freight_tonne_km,rail_road,3515170000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2007-12-31,ATO,rail_road
freight_tonne_km,rail_road,5797450000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2008-12-31,ATO,rail_road
freight_tonne_km,rail_road,6242800000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2009-12-31,ATO,rail_road
freight_tonne_km,rail_road,7103380000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2010-12-31,ATO,rail_road
freight_tonne_km,rail_road,8084050000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2011-12-31,ATO,rail_road
freight_tonne_km,rail_road,8872200000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2012-12-31,ATO,rail_road
freight_tonne_km,rail_road,8491200000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2013-12-31,ATO,rail_road
freight_tonne_km,rail_road,8437710000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2014-12-31,ATO,rail_road
freight_tonne_km,rail_road,8171000000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2015-12-31,ATO,rail_road
freight_tonne_km,rail_road,8487240000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2016-12-31,ATO,rail_road
freight_tonne_km,rail_road,9373370000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2017-12-31,ATO,rail_road
freight_tonne_km,rail_road,10007020000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2018-12-31,ATO,rail_road
freight_tonne_km,rail_road,8981840000000.0,freight_tonne_km,05_PRC,TAS-FRA-018,freight,,,Country Official Statistics,,National,Yearly,2019-12-31,ATO,rail_road
Sales,road,3971101.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2005-12-31,ATO,all
Sales,road,5175961.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2006-12-31,ATO,all
Sales,road,6297538.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2007-12-31,ATO,all
Sales,road,6755609.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2008-12-31,ATO,all
Sales,road,10331315.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2009-12-31,ATO,all
Sales,road,13757794.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2010-12-31,ATO,all
Sales,road,14472416.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2011-12-31,ATO,all
Sales,road,15495240.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2012-12-31,ATO,all
Sales,road,17927730.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2013-12-31,ATO,all
Sales,road,19707677.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2014-12-31,ATO,all
Sales,road,21210339.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2015-12-31,ATO,all
Sales,road,24376902.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2016-12-31,ATO,all
Sales,road,24718321.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2017-12-31,ATO,all
Sales,road,23709782.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2018-12-31,ATO,all
Sales,road,21472092.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2019-12-31,ATO,all
Sales,road,20177731.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2020-12-31,ATO,all
Sales,road,21481537.0,Stocks,05_PRC,TAS-VEP-005(1),passenger,lpv,,OICA,,National,Yearly,2021-12-31,ATO,all
Sales,road,5758189.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2005-12-31,ATO,all
Sales,road,6589633.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2006-12-31,ATO,all
Sales,road,7770571.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2007-12-31,ATO,all
Sales,road,8257284.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2008-12-31,ATO,all
Sales,road,12433245.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2009-12-31,ATO,all
Sales,road,16385832.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2010-12-31,ATO,all
Sales,road,17265841.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2011-12-31,ATO,all
Sales,road,18432999.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2012-12-31,ATO,all
Sales,road,20715548.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2013-12-31,ATO,all
Sales,road,22394707.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2014-12-31,ATO,all
Sales,road,23608800.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2015-12-31,ATO,all
Sales,road,27198529.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2016-12-31,ATO,all
Sales,road,27562708.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2017-12-31,ATO,all
Sales,road,27007879.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2018-12-31,ATO,all
Sales,road,24464235.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2019-12-31,ATO,all
Sales,road,23432840.0,Stocks,05_PRC,TAS-VEP-005(2),passenger,lpv,,Carsalesbase,,National,Yearly,2020-12-31,ATO,all
Sales,road,5758189.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2005-12-31,ATO,all
Sales,road,7215972.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2006-12-31,ATO,all
Sales,road,8791528.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2007-12-31,ATO,all
Sales,road,9380502.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2008-12-31,ATO,all
Sales,road,13644794.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2009-12-31,ATO,all
Sales,road,18061936.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2010-12-31,ATO,all
Sales,road,18505114.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2011-12-31,ATO,all
Sales,road,19306435.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2012-12-31,ATO,all
Sales,road,21984079.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2013-12-31,ATO,all
Sales,road,23499001.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2014-12-31,ATO,all
Sales,road,24661602.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2015-12-31,ATO,all
Sales,road,28028175.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2016-12-31,ATO,all
Sales,road,28878904.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2017-12-31,ATO,all
Sales,road,28080577.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2018-12-31,ATO,all
Sales,road,25768677.0,Stocks,05_PRC,TAS-VEP-012,combined,all,,"OICA, Country Official Statistics",,National,Yearly,2019-12-31,ATO,all
Sales,road,1787088.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2005-12-31,ATO,all
Sales,road,2040011.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2006-12-31,ATO,all
Sales,road,2493990.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2007-12-31,ATO,all
Sales,road,2624893.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2008-12-31,ATO,all
Sales,road,3313479.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2009-12-31,ATO,all
Sales,road,4304142.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2010-12-31,ATO,all
Sales,road,4032698.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2011-12-31,ATO,all
Sales,road,3811195.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2012-12-31,ATO,all
Sales,road,4056349.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2013-12-31,ATO,all
Sales,road,3791324.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2014-12-31,ATO,all
Sales,road,3451263.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2015-12-31,ATO,all
Sales,road,3651273.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2016-12-31,ATO,all
Sales,road,4160583.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2017-12-31,ATO,all
Sales,road,4370795.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2018-12-31,ATO,all
Sales,road,4324839.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2019-12-31,ATO,all
Sales,road,5133338.0,Stocks,05_PRC,TAS-VEP-014,freight,all,,OICA,,National,Yearly,2020-12-31,ATO,all
Stocks,road,19186700.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2005-12-31,ATO,all
Stocks,road,23952300.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2006-12-31,ATO,all
Stocks,road,29616500.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2007-12-31,ATO,all
Stocks,road,35953300.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2008-12-31,ATO,all
Stocks,road,45913400.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2009-12-31,ATO,all
Stocks,road,58616100.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2010-12-31,ATO,all
Stocks,road,72044200.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2011-12-31,ATO,all
Stocks,road,86830999.99999999,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2012-12-31,ATO,all
Stocks,road,103133300.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2013-12-31,ATO,all
Stocks,road,120750300.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2014-12-31,ATO,all
Stocks,road,138661400.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2015-12-31,ATO,all
Stocks,road,160483900.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2016-12-31,ATO,all
Stocks,road,182376500.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2017-12-31,ATO,all
Stocks,road,203216800.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2018-12-31,ATO,all
Stocks,road,222416200.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2019-12-31,ATO,all
Stocks,road,239408900.0,Stocks,05_PRC,TAS-VEP-017,passenger,lpv,,Country Official Statistics,,National,Yearly,2020-12-31,ATO,all
Stocks,road,2137800.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2005-12-31,ATO,all
Stocks,road,2243400.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2006-12-31,ATO,all
Stocks,road,2343400.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2007-12-31,ATO,all
Stocks,road,2435800.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2008-12-31,ATO,all
Stocks,road,2537500.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2009-12-31,ATO,all
Stocks,road,2625100.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2010-12-31,ATO,all
Stocks,road,2739500.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2011-12-31,ATO,all
Stocks,road,2599100.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2012-12-31,ATO,all
Stocks,road,2484400.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2013-12-31,ATO,all
Stocks,road,2516700.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2014-12-31,ATO,all
Stocks,road,2297300.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2015-12-31,ATO,all
Stocks,road,2298500.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2016-12-31,ATO,all
Stocks,road,2318900.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2017-12-31,ATO,all
Stocks,road,2337300.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2018-12-31,ATO,all
Stocks,road,2326600.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2019-12-31,ATO,all
Stocks,road,2253000.0,Stocks,05_PRC,TAS-VEP-018,passenger,bus,,Country Official Statistics,,National,Yearly,2020-12-31,ATO,all
Stocks,road,3684800.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,1990-12-31,ATO,all
Stocks,road,5854299.999999999,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,1995-12-31,ATO,all
Stocks,road,7163200.000000001,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2000-12-31,ATO,all
Stocks,road,9555500.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2005-12-31,ATO,all
Stocks,road,9863000.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2006-12-31,ATO,all
Stocks,road,10540600.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2007-12-31,ATO,all
Stocks,road,11260700.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2008-12-31,ATO,all
Stocks,road,13686000.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2009-12-31,ATO,all
Stocks,road,15975500.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2010-12-31,ATO,all
Stocks,road,17879900.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2011-12-31,ATO,all
Stocks,road,18947500.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2012-12-31,ATO,all
Stocks,road,20106200.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2013-12-31,ATO,all
Stocks,road,21254600.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2014-12-31,ATO,all
Stocks,road,20656200.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2015-12-31,ATO,all
Stocks,road,21718900.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2016-12-31,ATO,all
Stocks,road,23388500.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2017-12-31,ATO,all
Stocks,road,25678200.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2018-12-31,ATO,all
Stocks,road,27828400.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2019-12-31,ATO,all
Stocks,road,30426400.0,Stocks,05_PRC,TAS-VEP-020,freight,all,,Country Official Statistics,,National,Yearly,2020-12-31,ATO,all
Stocks,road,3684800.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,1990-12-31,ATO,all
Stocks,road,5854299.999999999,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,1995-12-31,ATO,all
Stocks,road,7163200.000000001,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2000-12-31,ATO,all
Stocks,road,30880000.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2005-12-31,ATO,all
Stocks,road,36058700.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2006-12-31,ATO,all
Stocks,road,42500500.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2007-12-31,ATO,all
Stocks,road,49649800.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2008-12-31,ATO,all
Stocks,road,62136900.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2009-12-31,ATO,all
Stocks,road,77216700.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2010-12-31,ATO,all
Stocks,road,92663600.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2011-12-31,ATO,all
Stocks,road,108377600.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2012-12-31,ATO,all
Stocks,road,125723900.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2013-12-31,ATO,all
Stocks,road,144521600.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2014-12-31,ATO,all
Stocks,road,161614900.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2015-12-31,ATO,all
Stocks,road,184501300.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2016-12-31,ATO,all
Stocks,road,208083900.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2017-12-31,ATO,all
Stocks,road,231232300.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2018-12-31,ATO,all
Stocks,road,252571200.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2019-12-31,ATO,all
Stocks,road,272088300.0,Stocks,05_PRC,TAS-VEP-021,combined,all,,Country Official Statistics,,National,Yearly,2020-12-31,ATO,all
Energy,all,1359.209,PJ,05_PRC,CLC-VRE-001,combined,,,UN Energy Statistics Database,,National,Yearly,1990-12-31,ATO,all
Energy,all,1475.214,PJ,05_PRC,CLC-VRE-001,combined,,,UN Energy Statistics Database,,National,Yearly,1995-12-31,ATO,all
Energy,all,2491.25,PJ,05_PRC,CLC-VRE-001,combined,,,UN Energy Statistics Database,,National,Yearly,2000-12-31,ATO,all
